display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Amy Nicholson,Boxoffice Magazine,"Not only does Cameron blur the line between reality and CGI, he's at once jingoistic and anti-hawk. Right-wingers will feel welcomed in the first half, the left-brained will be vindicated by the climax.","Full Review
                
                
                    | Original Score: 4/5
                
                |","Dec 18, 2009"
Rob Vaux,Mania.com,"Nothing destroys a decent movie more than calling it great, and while this one's a little better than decent, it's definitely a long way from great.","| Original Score: B-
                
                |","Dec 18, 2009"
Laura Clifford,Reeling Reviews,"I already saw this story earlier this year in a CGI animation called ""Battle for Terra"" and I certainly didn't experience the sense of awe that I recall upon seeing ""Jurassic Park"" way back in 1993...","| Original Score: B-
                
                |","Dec 18, 2009"
Rubin Safaya,Cinemalogue,"For all its flaws as art, Mr. Cameron has served up functional entertainment with a gigantic price tag.","| Original Score: B
                
                |","Dec 18, 2009"
Kevin Maher,Times (UK),"Avatar, essentially, is a film we've seen before, boldly made to look like nothing we've seen before. It is truly the Star Wars of our age.","| Original Score: 3/5
                
                |","Dec 18, 2009"
Peter Bradshaw,Guardian,"The effects of Avatar are certainly something to see, especially on an Imax screen the size of an upended football field. But it's difficult to tell if the game has really been changed or not.","| Original Score: 3/5
                
                |","Dec 18, 2009"
Chris Barsanti,PopMatters,"...grandly spectacular, even if occasionally daft and overblown.","| Original Score: 8/10
                
                |","Dec 18, 2009"
Sukhdev Sandhu,Daily Telegraph (UK),"It's an achievement to make 3D look as good as it does here, but that counts for little if the characters are all in 1D. The film is a triumph of effects over affect.","| Original Score: 3/5
                
                |","Dec 18, 2009"
Sonny Bunch,Washington Times,It's impossible to fully consider James Cameron's long-in-the-making eco-opus Avatar without examining the film's technological wonders and storytelling blunders separately.,"| Original Score: 2.5/4
                
                |","Dec 18, 2009"
Scott Von Doviak,culturevulture.net,Like staring at the world's most expensive screensaver. - NERVE.COM,"Full Review
                
                
                |","Dec 18, 2009"
Kimberly Gadette,Indie Movies Online,"By definitively blending animation and live action, Cameron has broken the CG barrier, presenting us with a film that easily travels from the human world to the fantastical and back.","| Original Score: 9/10
                
                |","Dec 18, 2009"
Rich Phippen,Sky Cinema,"Avatar is James Cameron doing what he does best - blowing things up with awesome special effects, while tying the set pieces together with a story worth telling. The king of the (sci-fi) world is back. Long live the king!","| Original Score: 4/5
                
                |","Dec 18, 2009"
David Foucher,EDGE Boston,"A run-don't-walk cinematic experience that, if it won't actually change the medium (as the film's trailers espouse), will absolutely remind us of what's good in it.","| Original Score: A
                
                |","Dec 18, 2009"
Sue Robinson,Radio Times,It's the breathtakingly beautiful CGI landscape that somehow pulls the audience in on this tale of profit and progress versus nature's power and infinite variety.,"| Original Score: 3/5
                
                |","Dec 18, 2009"
Christopher Tookey,Daily Mail (UK),"Is Avatar worth seeing? Yes, on a big screen in 3D because it really is spectacular. The Na'vi are more expressive than any previous examples of motioncapture technology, except Gollum in The Lord Of The Rings.","| Original Score: 3/5
                
                |","Dec 18, 2009"
David Edwards,Daily Mirror (UK),"Avatar truly is something else, a wondrously-detailed visual extravaganza quite unlike anything you've seen before.","| Original Score: 5/5
                
                |","Dec 18, 2009"
Joe Morgenstern,Wall Street Journal,"Mr. Cameron's singular vision has upped the ante for filmed entertainment, and given us a travelogue unlike any other. I wouldn't want to live on Pandora, mainly because of the bad air, but I'm glad to have paid it a visit.","Full Review
                
                
                |","Dec 18, 2009"
Nigel Andrews,Financial Times,The villains are mostly out of pantomime; much of the dialogue needs a stretcher; and the save-the-rainforest plot is a pain. Just take your eyes to the film. Leave all other faculties at home.,"| Original Score: 4/5
                
                |","Dec 18, 2009"
Chris Hewitt,St. Paul Pioneer Press,"Avatar is suspenseful, thrilling and much too long.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Dec 18, 2009"
Allan Hunter,Daily Express (UK),"Avatar may be a little hollow in the centre but the sheer scale and ambition of the production make it hard to beat. Never mind the inadequacies of the story, just savour the spectacle and what can be achieved with the appliance of science.",|,"Dec 18, 2009"
Larushka Ivan-Zadeh,Metro Newspaper (UK),"It's truly unlike anything you've seen before. Don your 3D specs and you're instantly so sucked into the world of Avatar you pay zero attention to the plot - then realise hey, that's no loss.","Full Review
                
                
                    | Original Score: 4/5
                
                |","Dec 18, 2009"
Russell Clark,Maxim [UK],"It's all nonsense of course, but in the best possible way; pure Hollywood entertainment at it's best. Take the misses or take your mates, see it at the cinema and see it in 3D. This is, after all, what cinema was made for.","| Original Score: 5/5
                
                |","Dec 18, 2009"
Matthew Turner,ViewLondon,"Despite a few flaws, Avatar is an extraordinary experience that more than lives up to the hype.","| Original Score: 4/5
                
                |","Dec 18, 2009"
Rich Cline,Shadows on the Wall,A mind-bending epic that's both visually spectacular and emotionally involving. And the fact that it's in gorgeously rendered 3D is icing on the cake.,"| Original Score: 4.5/5
                
                |","Dec 18, 2009"
Robbie Collin,News of the World,"Spectacular? Exciting? Beautiful? Unique? Yes, yes, yes and oh HELL yes. It's like nothing else you've ever seen. And believe me - you need to see it.","| Original Score: 5/5
                
                |","Dec 18, 2009"
Alistair Harkness,Scotsman,"At times it's wince-inducingly weak, and no amount of lush visuals can disguise that. Nor can they disguise how second-hand everything feels.","| Original Score: 2/5
                
                |","Dec 18, 2009"
Dave White,Movies.com,Hugely entertaining (and surprisingly moving).,"| Original Score: 5/5
                
                |","Dec 18, 2009"
Clint O'Connor,Cleveland Plain Dealer,Anyone with an interest in films and filmmaking will appreciate what writer-director James Cameron has achieved.,"| Original Score: A
                
                |","Dec 18, 2009"
Steven D. Greydanus,Decent Films,A virtual apotheosis of Hollywood mythopoeia.,"| Original Score: B+
                
                |","Dec 17, 2009"
Daniel M. Kimmel,North Shore Movies,[T]he bringing to life of Pandora and the Na'vi is a quantum leap forward in movie special effects. It seems so real you may be tempted to book a trip there yourself.,"| Original Score: 4.5/5
                
                |","Dec 17, 2009"
Jeffrey M. Anderson,Combustible Celluloid,There's just not enough here to make a complete and satisfying movie experience.,"| Original Score: 2/4
                
                |","Dec 17, 2009"
Pablo Villaça,Cinema em Cena,"Surgindo como uma espécie de western sci-fi (ou sci-fistern?), Avatar surpreende ao se revelar uma espécie de Dança com Lobos via Matrix e com amplas pitadas de A Missão, numa combinação inusitada que acaba funcionando muitíssimo bem.","| Original Score: 5/5
                
                |","Dec 17, 2009"
Mark Dujsik,Mark Reviews Movies,"The artistry behind the images is clear, and the technical implementation of them is the most seamless and persuasive so far. Beyond that detached appreciation, though, there's little more in which to be invested in Avatar.","| Original Score: 2.5/4
                
                |","Dec 17, 2009"
Diva Velez,TheDivaReview.com,"With Avatar, Cameron has created the first great epic of the 21st century and a new benchmark in filmmaking. No wonder that this took 4 years to produce, it was worth every minute to get this right.","| Original Score: 5/5
                
                |","Dec 17, 2009"
Jason Di Rosso,"MovieTime, ABC Radio National","Yes, the wonderful CGI effects and sophisticated editing rhythms in these moments represent all that's good about contemporary blockbuster cinema. But the film is compromised by a rather juvenile story exposition. A pity.",|,"Dec 17, 2009"
Marty Mapes,Movie Habit,Titanic budget supports an old story and some military hardware,"| Original Score: 3/4
                
                |","Dec 17, 2009"
Shawn Levy,Oregonian,The relatively small truth that it has some embarrassing moments of dialogue and a simple plot and superficial resemblances to other movies doesnâ(TM)t change the fact that it blasts open the possibilities of the cinema as few films ever have.,"| Original Score: B+
                
                |","Dec 17, 2009"
James Berardinelli,ReelViews,This is the most technically amazing motion picture to have arrived on screens in many years.,"| Original Score: 4/4
                
                |","Dec 17, 2009"
Ann Hornaday,Washington Post,"An ambitious, fully immersive cinematic experience.","| Original Score: 3/4
                
                |","Dec 17, 2009"
Diana Saenger,ReviewExpress.com,A Well-Deserved 5 Stars - you can't stop thinking about it.,"| Original Score: 5/5
                
                |","Dec 17, 2009"
Des Partridge,Courier Mail (Australia),Avatar is a landmark film everyone will be talking about.,"| Original Score: 5/5
                
                |","Dec 17, 2009"
Robert W. Butler,Kansas City Star,"The film's trailers don't fully convey the credible magnificence of Cameron's vision, one that sucks us in and makes us believe.","Full Review
                
                
                    | Original Score: 3.5/4
                
                |","Dec 17, 2009"
Randy Myers,Contra Costa Times,"Wow! No, make that WOW!!!","| Original Score: A-
                
                |","Dec 17, 2009"
Manohla Dargis,New York Times,James Cameron has turned one man's dream of the movies into a trippy joy ride about the end of life -- our moviegoing life included -- as we know it.,"Full Review
                
                
                    | Original Score: 4/5
                
                |","Dec 17, 2009"
Gary Thompson,Philadelphia Daily News,In Avatar Cameron creates an Oz that's as tactile and tangible as if it were made of real materials and real tissue.,"Full Review
                
                
                    | Original Score: B+
                
                |","Dec 17, 2009"
Jeff Vice,Deseret News (Salt Lake City),"This digital world feels like a video game environment and, in the 3-D format at least, begins to create visual overload. The film's performances are also very inconsistent.","| Original Score: 2.5/4
                
                |","Dec 17, 2009"
Scott Tobias,AV Club,"Cameron has fared better than most in wedding cutting-edge special effects with ... genre storytelling, but Avatar, his supremely goofy science-fiction/action spectacular, finds him lost in a $250 million aquamarine light show.","Full Review
                
                
                    | Original Score: C
                
                |","Dec 17, 2009"
Bill Gibron,Filmcritic.com,a stunning masterpiece.,"Full Review
                
                
                    | Original Score: 5/5
                
                |","Dec 17, 2009"
Frank Swietek,One Guy's Opinion,The technical wizardry is at the service of a recycled plot and a script rife with cardboard characters...and dialogue that sounds as though it had been lifted from the pages of a third-rate comic book.,"| Original Score: C
                
                |","Dec 17, 2009"
Joe Williams,St. Louis Post-Dispatch,"For video gamers and fun-seeking geeks, those puny objections will be flattened beneath the titanic technical achievement.","Full Review
                
                
                |","Dec 17, 2009"
Kenneth Turan,Los Angeles Times,"Whatever way you choose to look at it, Avatar's shock and awe demand to be seen. You've never experienced anything like it, and neither has anyone else.","| Original Score: 4/5
                
                |","Dec 17, 2009"
Moira MacDonald,Seattle Times,"Everyone recites their lines, awkwardly laying out exposition, speaking their clunky dialogue. None of this is supposed to matter, because we're presumably busy marveling at all the money on display.","Full Review
                
                
                    | Original Score: 2.5/4
                
                |","Dec 17, 2009"
Jim Judy,Screen It!,Parental Content Review,|,"Dec 17, 2009"
Scott Foundas,L.A. Weekly,"Above all, Cameron remains committed to the discovering of new worlds at a moment when we seem so certain that everything worth discovering already has been.",|,"Dec 17, 2009"
J. R. Jones,Chicago Reader,"Watching it, I began to understand how people in 1933 must have felt when they saw King Kong.",|,"Dec 17, 2009"
Marc Savlov,Austin Chronicle,"It's thrilling and lovely and sad and explosive in all the right ways, and it needs to be seen -- on the big screen, in 3-D -- to be believed.","| Original Score: 4/5
                
                |","Dec 17, 2009"
John P. McCarthy,ReelTalk Movie Reviews,James Cameron's visually spectacular opus has enough soul to escape being hoisted on its own mechanically sharpened petard.,|,"Dec 17, 2009"
Joe Lozito,Big Picture Big Sound,"James Cameron's long-awaited, unspeakably expensive 3-D epic may not change the way we watch movies, but it's undeniably beautiful, engrossing, and sets a new bar in computer-generated animation. Not bad for the King of the World.","| Original Score: 3.5/4
                
                |","Dec 17, 2009"
Peter Sobczynski,eFilmCritic.com,"Little more than this decade's ""The Phantom Menace,"" both in terms of the intense expectations that it has generated and the shockingly banal ways in which it fails to live up to them.","| Original Score: 1/5
                
                |","Dec 17, 2009"
Limara Salt,Little White Lies,It is impossible not to be completely immersed in the stunning visuals with such painstakingly intricate details that it would take a few viewings to catch everything.,"Full Review
                
                
                |","Dec 17, 2009"
Rene Rodriguez,Miami Herald,The genre elements are all there: What critically wounds Avatar is Cameron's inability to write better characters.,"Full Review
                
                
                    | Original Score: 2/4
                
                |","Dec 17, 2009"
Peter Howell,Toronto Star,"Twelve years after his triumph with Titanic, Cameron has successfully made a digital blockbuster feel as warm as an old-time movie, where blood temperature was more important than pixels.","| Original Score: 3/4
                
                |","Dec 17, 2009"
Dana Stevens,Slate,"You, dear reader, want to know: Is it or is it not stupendously friggin' rad? And the answer is yes. For most of the first hour, a good portion of the second, and even many of the 40 minutes left after that, Avatar is stupendously friggin' rad.",|,"Dec 17, 2009"
Joshua Tyler,CinemaBlend,"One presumes that Cameron missed the irony in making a preachy, anti-technology movie using the most technologically advanced tools available.","| Original Score: 3/5
                
                |","Dec 17, 2009"
Eric D. Snider,EricDSnider.com,"While Cameron is justifiably proud of the groundbreaking special effects, the actual contents of the film -- the story, the characters, the dialogue -- are disappointingly mediocre.","| Original Score: B-
                
                |","Dec 16, 2009"
Josh Bell,Las Vegas Weekly,"It's rare to recommend seeing a movie for its effects alone, but that's exactly the case here.","| Original Score: 3/5
                
                |","Dec 16, 2009"
Fred Topel,Can Magazine,"Some filmmakers have chosen to portray heightened images with technology, but some are just settling for it. James Cameron has stepped in to show them how it's really done.",|,"Dec 16, 2009"
Greg Maki,"Star-Democrat (Easton, MD)",... The kind of experience that defines the term 'event movie.',"| Original Score: 4/4
                
                |","Dec 16, 2009"
Andy Klein,Brand X,"I've never seen a 3-D feature that made me especially hungry for more . . . until now. ...but for all the visual depth, there is little depth to the characters or the conflicts.",|,"Dec 16, 2009"
Steven Rea,Philadelphia Inquirer,"Combining beyond-state-of-the-art moviemaking with a tried-and-true storyline and a gamer-geek sensibility -- not to mention a love angle, an otherworldly bestiary, and an arsenal of 22d-century weaponry -- the movie quite simply rocks.","| Original Score: 3.5/4
                
                |","Dec 16, 2009"
Ty Burr,Boston Globe,"Avatar is an entertainment to be not just seen but absorbed on a molecular level; it's as close to a full-body experience as we'll get until they invent the holo-suits. Cameron aims for sheer wonderment, and he delivers.","| Original Score: 3.5/4
                
                |","Dec 16, 2009"
Claudia Puig,USA Today,"For all the grandeur and technical virtuosity of the mythical 3-D universe Cameron labored for years to perfect, his characters are one-dimensional, rarely saying anything unexpected. But for much of the movie, that hardly matters.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Dec 16, 2009"
Paul Byrnes,Sydney Morning Herald,"If Cameron were more prepared to challenge our expectations, Avatar might have been what he intended. Instead, it's a beautiful folly, a technical wonder that represents a failure of nerve.","| Original Score: 3/5
                
                |","Dec 16, 2009"
David Denby,New Yorker,James Cameron's Avatar is the most beautiful film I've seen in years.,|,"Dec 16, 2009"
Clay Cane,BET.com,"One of the best films of the year. However, Avatar's 'message' of human greed and unnecessary needs is nearly laughable considering the flick is one of the most expensive films of all time.","| Original Score: B+
                
                |","Dec 16, 2009"
Scott A. Mantz,Scott Mantz' Movie Reviews,"Avatar falls short with its story, but it ultimately succeeds with its incredible special effects.","| Original Score: 4/5
                
                |","Dec 16, 2009"
Roger Moore,Orlando Sentinel,"As visionary tour guide, Cameron has no equal. Predictable story, clichéd dialogue and logical lapses aside, he's still the man we want leading us into his Pandora's box.","Full Review
                
                
                    | Original Score: 2.5/4
                
                |","Dec 16, 2009"
Peter Keough,Boston Phoenix,"Avatar might well be, as some have speculated, the future of movies -- in this case, the longest, loudest (James Horner with the 3-D equivalent of a soundtrack), most expensive ad for a video game ever made.","| Original Score: 2/4
                
                |","Dec 16, 2009"
Joe Neumaier,New York Daily News,"Along with the eye-popping visuals in writer-director James Cameron's sci-fi epic, there's also a lot of eye-rollingly silly stuff.","| Original Score: 3/5
                
                |","Dec 16, 2009"
Peter Travers,Rolling Stone,It extends the possibilities of what movies can do. Cameron's talent may just be as big as his dreams.,"| Original Score: 3.5/4
                
                |","Dec 16, 2009"
Nick Starkey,Premiere Magazine,"The movie is gorgeous, funny, fun, and engrossing in a way that a lot of movies aim for but few achieve.","| Original Score: 4/4
                
                |","Dec 16, 2009"
Lou Lumenick,New York Post,It's rarely less than absorbing and never boring over its nearly three-hour length.,"| Original Score: 3.5/4
                
                |","Dec 16, 2009"
Bill Goodykoontz,Arizona Republic,"If only Cameron, who also wrote the script, had spent as much time on the story as he did the effects he uses to tell it.","| Original Score: 3/5
                
                |","Dec 16, 2009"
Alonso Duralde,IFC.com,I can imagine Robert Zemeckis watching James Cameron's Avatar with an expression on his face not unlike F. Murray Abraham's Salieri listening to his first Mozart composition in Amadeus.,"Full Review
                
                
                |","Dec 16, 2009"
Willie Waffle,WaffleMovies.com,"For all of the talk about how Avatar is going to revolutionize moviemaking and change films forever, the finished product is nothing more than just another movie with lots of stuff going boom","| Original Score: 1.5/4
                
                |","Dec 16, 2009"
Brian Tallerico,Movie Retriever,"Avatar may be a technical masterpiece, but there are deep storytelling flaws that keep the film from working as the complete experience promised by the visual expertise.",|,"Dec 16, 2009"
Keith Uhlich,Time Out,"Cameron's a tech-head, but he has a pleasantly corny, emotive soul that shines through whenever his toys don't get the best of him.","| Original Score: 3/5
                
                |","Dec 16, 2009"
Richard Roeper,Richard Roeper.com,"We're not here for the plot, we're here for the cool-ass CGI/motion capture/movie magic, and for 2 1/2 hours, this movie never disappoints.","| Original Score: 4.5/5
                
                |","Dec 16, 2009"
Sara Vilkomerson,Observer,"Did everything make sense? Nope. And you know what? Who cares! Avatar is thrilling, exciting and, best of all, something new that your eyeballs didn't even know they very much wanted to see.",|,"Dec 16, 2009"
Devin Faraci,CHUD,"Cameron only cares that his characters are three dimensional visually. And he certainly doesn't care that his story is hackneyed, corny and trite.","| Original Score: 6.5/10
                
                |","Dec 16, 2009"
Brian Orndorf,BrianOrndorf.com,"The demand for awe starts to grind the film down after the introductory, new-car-smell period, soon left with only one-dimensional characters making predictable choices while the backgrounds flashdance to stave off dramatic inertia.","| Original Score: C
                
                |","Dec 15, 2009"
Luke Y. Thompson,E! Online,Believe the hype. James Cameron's decade-in-the-making sci-fi dream project...is an immersive epic unlike any other.,"| Original Score: A
                
                |","Dec 15, 2009"
David Stratton,The Australian,"Somehow it all works wonderfully well, thanks mainly to Cameron's story-telling skills and to the movie's fantastically detailed vision.",|,"Dec 15, 2009"
Craig Mathieson,sbs.com.au,"Cameron plainly has higher priorities than detailed characterisations. Avatar is his take on the future of cinema, a breakthrough film in terms of combining motion capture technology, digital effects and live action.","| Original Score: 3/5
                
                |","Dec 15, 2009"
J. Hoberman,Village Voice,"The muscular, coming-atcha visuals trump the movie's camp dialogue and corny conception, but only up to a point.",|,"Dec 15, 2009"
Edward Douglas,ComingSoon.net,Can easily sit on anyone's DVD/Blu-ray shelf alongside Aliens and The Abyss further bolstering Cameron's already impressive film legacy.,"| Original Score: 9/10
                
                |","Dec 15, 2009"
Tony Macklin,tonymacklin.net,"James Cameron seeks revolution -- not only in the way we see movies, but in the way we see life. Avatar is revolutionary in that it tries to shake up established attitudes. In the case of Avatar, 3-D is decisive, daring, and drastic.","| Original Score: 3.5/5
                
                |","Dec 15, 2009"
Ethan Alter,Film Journal International,Science-fiction filmmaking takes a gigantic leap forward with James Cameron's rousing action spectacle. Be prepared to see it multiple times on the biggest screen you can find.,|,"Dec 15, 2009"
Rick Mele,AskMen.com,"Rarely a boring moment or unnecessary scene. Avatar isn't going to redefine movies as we know them, but on the level of pure visual spectacle, the bar has certainly been raised.","| Original Score: 8/10
                
                |","Dec 15, 2009"
Armond White,New York Press,"The corniest movie ever made about the white man's need to lose his identity and assuage racial, political, sexual and historical guilt.","Full Review
                
                
                |","Dec 15, 2009"
Catherine Bray,Film4,"The groundbreaking FX work is worth the price of admission alone, while the rollicking adventure story should find fans from eight to 80.","| Original Score: 4/5
                
                |","Dec 15, 2009"
Brandon Fibbs,BrandonFibbs.com,"While its cinematic impact may not quite rise to the hubristic heights some have speculated, it is as bold and audacious a step in that direction as cinema has ever seen.","Full Review
                
                
                    | Original Score: 9/10
                
                |","Dec 15, 2009"
Josh Horowitz,MTV,"[Cameron] goes for it and damn it if it didn't leave me with a lump in my throat for much the film. There is so much passion in this work, it's just exhilirating. Take the trip.",|,"Dec 15, 2009"
Danny Minton,Fort Bend Sun,The special effects are so good here that you don't even notice them. It is eerie how Cameron has made it look and feel like he is just pointing a camera at the action.,"| Original Score: A+
                
                |","Dec 14, 2009"
Nick Schager,Slant Magazine,"With Avatar, a cinematic revolution doesn't begin so much as proceed into its next phase.","| Original Score: 2/4
                
                |","Dec 14, 2009"
Josh Larsen,LarsenOnFilm,"A tiny detail among the bonanza of visual wonders in Avatar convinced me the movie had achieved not only technical mastery, but something more...","| Original Score: 3.5/4
                
                |","Dec 14, 2009"
Walter Chaw,Film Freak Central,"A morally, historically, socially, and politically childish amalgam of Pocahontas and Ferngully.","Full Review
                
                
                    | Original Score: 2/4
                
                |","Dec 14, 2009"
Dustin Putman,TheFilmFile.com,"Take away the snazzy technology and what is left? Precious little. From a writing and storytelling standpoint, Avatar is a considerable failure, not even worth a fraction of its built-in hype.","| Original Score: 2/4
                
                |","Dec 14, 2009"
Thomas Caldwell,Cinema Autopsy,"Cameron not only sets new standards for the use of computer-generated imagery special effects but also the use of 3-D photography, which has a full depth-of-field and is integral to the texture and sensory impact of Avatar.","| Original Score: 4.5/5
                
                |","Dec 14, 2009"
Alice Tynan,Concrete Playground,"Though you won't get anything new narratively, Avatar is a visual feast.",|,"Dec 14, 2009"
Mark Ramsey,MovieJuice!,"It's an element called ""unobtainium"" that the military is really after. That's ""unobtainium,"" not ""easy-to-obtainium,"" so perhaps the military should settle for something really easy, like ""Kardashium"" or ""Real-Housewives-of-Orange-Countium.""","| Original Score: B
                
                |","Dec 14, 2009"
Joanna Langfield,The Movie Minute,"Imperfect as it is, Avatar is still essential viewing for anyone who cares about the future of the movies.",|,"Dec 14, 2009"
Frederic and Mary Ann Brussat,Spirituality & Practice,A thematically rich and imaginative sci-fi masterpiece that gives us a cosmology totally in sync with contemporary spirituality movements -- reverence for the Earth as a living being and Oneness consciousness celebrating the interconnectedness of all.,"| Original Score: 5/5
                
                |","Dec 14, 2009"
Richard Corliss,TIME Magazine,It's an impossible but completely plausible and seductive world that invites your total immersion. Don't resist it; sink in and fly with it. All Cameron asks is that you open your eyes.,|,"Dec 14, 2009"
Richard Edwards,SFX Magazine,"It's a magnificent technical achievement, a movie of such vast scale and ambition that you have to watch it on the big screen.","| Original Score: 4.5/5
                
                |","Dec 14, 2009"
Anders Wotzke,Moviedex,"Coating classic romanticism with breathtaking 3D visuals, Avatar transports us to another world for 162 minutes of sensory bliss.","Full Review
                
                
                    | Original Score: 4.5/5
                
                |","Dec 14, 2009"
Marshall Fine,Hollywood & Fine,"There are visionary filmmakers - and then there's James Cameron, who pushes the envelope of what is possible on the screen every time he makes a film. He doesn't do it nearly often enough.",|,"Dec 14, 2009"
Anton Bitel,Eye for Film,"There is much in Avatar that is broadly drawn, clichéd even - but it is also these very things which might just earn it the status of a classic.",|,"Dec 14, 2009"
Erin Free,FILMINK (Australia),"Though certainly not the pioneering experience it's been touted as, Avatar is an exciting, visually arresting, and occasionally powerful slab of Hollywood filmmaking driven by one of the industry's most committed, passionate, stand-alone creative forces.","Full Review
                
                
                |","Dec 13, 2009"
Louise Keller,Urban Cinefile,"Love and acceptance are at the heart of this megabuck megapic; while our hearts are opened by the Emotion Key, our eyes are dazzled by the visual spectacle, enhanced by remarkable 3D. An event of a film, a spectacle that allows us to live the fantasy.",|,"Dec 13, 2009"
Andrew L. Urban,Urban Cinefile,"Avatar is a richly symbolic, captivating and immense film which laces together some of the great mythical stories of mankind into a contempo action adventure fusing its sci fi genes with spiritual and ecological themes. And it pivots on romance",|,"Dec 13, 2009"
Victoria Alexander,FilmsInReview.com,"An astonishing, breathtaking masterpiece. Cameron did it! It will easily surpass Titanic's box office. I think Cameron created a few new colors.",|,"Dec 12, 2009"
Drew McWeeny,HitFix,"This is spectacle with soul, a film as unafraid to reference My Lei or the Trail of Tears as it is Edgar Rice Burroughs or Hayao Miyazaki",|,"Dec 12, 2009"
Matt Pais,Metromix.com,"If I wanted to hear endless nonsense spewed from something good-looking, I'd watch The Tyra Banks Show.","| Original Score: 2/5
                
                |","Dec 12, 2009"
Garth Franklin,Dark Horizons,"A technical groundbreaker, if not a cinematic one, James Cameron's long-awaited return delivers on its promise to be a fully immersive, rousing spectacle.",|,"Dec 12, 2009"
Susan Granger,SSG Syndicate,"Not since Dorothy's Kansas farmhouse landed in Oz - 70 years ago - and the screen transformed from black-and-white to color - has there been such a magical, revelatory moment as the emergence of the planet Pandora in IMAX 3-D.","| Original Score: 10/10
                
                |","Dec 12, 2009"
Thomas Leupp,Hollywood.com,James Cameron's long-awaited sci-fi epic is every bit as wondrous and imaginative as promised. Prepare to be amazed.,"| Original Score: 4/5
                
                |","Dec 12, 2009"
James O'Ehley,Sci-Fi Movie Page,"Avatar is part National Geographic TV special, part Guns 'n' Ammo bumper edition . . .",|,"Dec 11, 2009"
Cole Smithey,ColeSmithey.com,"""Avatar"" may well be a perfect film to desensitize young audiences before they get the call-up.","| Original Score: B-
                
                |","Dec 11, 2009"
Katey Rich,CinemaBlend,"Avatar is as old-fashioned and romantic as Titanic, and thrillingly, just as wonderful to watch.","| Original Score: 4/5
                
                |","Dec 11, 2009"
Roger Ebert,Chicago Sun-Times,"There is still at least one man in Hollywood who knows how to spend $250 million, or was it $300 million, wisely.","| Original Score: 4/4
                
                |","Dec 11, 2009"
Owen Gleiberman,Entertainment Weekly,"As visual spectacle, Avatar is indelible, but as a movie it all but evaporates as you watch it.","Full Review
                
                
                    | Original Score: B
                
                |","Dec 11, 2009"
Jim Vejvoda,IGN Movies,Wow. James Cameron pulled it off.,"| Original Score: 4.5/5
                
                |","Dec 11, 2009"
Michael Phillips,Chicago Tribune,"If your exhilaration with the (approximate) first half is undercut by an increasingly deflating pffffftttt sound, Cameron nonetheless has delivered the screen's most anticipated and persuasive blend of live-action and motion-capture animation to date.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Dec 11, 2009"
Rebecca Murray,About.com,"You have to see Avatar to believe it, and even then it's nearly impossible to register all of what's on screen.","Full Review
                
                
                    | Original Score: A
                
                |","Dec 11, 2009"
Jordan Hoffman,UGO,"No, there's no clever wordplay, but the sophistication exists in the vistas, the landscape, the staggering use of new technology.","Full Review
                
                
                    | Original Score: A
                
                |","Dec 11, 2009"
MaryAnn Johanson,Flick Filosopher,"[T]he closest I will ever come to visiting another planet, and it was an exhilarating trip...",|,"Dec 11, 2009"
Jake Coyle,Associated Press,"A movie whose effects are clearly revolutionary, a spectacle that millions will find adventure in. But it nevertheless feels unsatisfying and somehow lacks the pulse of a truly alive film.","| Original Score: 2.5/4
                
                |","Dec 11, 2009"
Harvey S. Karten,Compuserve,A mostly motion-capture movie featuring the Mother of all battles.,"| Original Score: A-
                
                |","Dec 11, 2009"
Jenna Busch,JoBlo's Movie Network,"This film has been hyped to death. ""Groundbreaking!"" ""Amazing!"" ""It will change the industry!"" I'm sure you've heard it all. And in some ways, it's so very, very true. In others, it's a big fat lie. I don't think I've ever been this split over a movie.","| Original Score: 6/10
                
                |","Dec 11, 2009"
Anita Singh,Daily Telegraph (UK),"For true cinematic spectacle, Avatar is out of this world.",|,"Dec 11, 2009"
Chris Bumbray,JoBlo's Movie Network,"AVATAR is not the kick-ass, mind-blowing James Cameron movie I was hoping for, but it's a perfectly serviceable sci-fi adventure that's well worth seeing","| Original Score: 7/10
                
                |","Dec 11, 2009"
Nick Nunziata,CHUD,Avatar may be James Cameron's masterpiece.,"| Original Score: 9/10
                
                |","Dec 11, 2009"
Tim Grierson,EmanuelLevy.Com,An extraordinary visual achievement somewhat hampered by pedestrian storytelling and cardboard characterizations.,|,"Dec 11, 2009"
Jim Schembri,The Age (Australia),"As superbly rendered as his 3D world is, Cameron has populated it with characters who are strictly 2D. And sometimes not even that.","| Original Score: 3/5
                
                |","Dec 11, 2009"
Leigh Paatsch,Herald Sun (Australia),"If this is the future of filmmaking, then bring it on, I say.",|,"Dec 11, 2009"
Patrick Lee,Syfy Wire,"We appreciate the film's good qualities-and there are many of them-but we came away troubled by the story's problems. Still, it's hard not to like Avatar for a lot of reasons.",|,"Dec 11, 2009"
Orlando Parfitt,IGN Movies UK,"One of the most exhilarating, barmy and eye-wateringly gorgeous movies of the decade.","| Original Score: 4.5/5
                
                |","Dec 11, 2009"
